2026-06-09 10:23:15,XAUUSD,4328.48,4329.01,4328.48,4342.34,4313.06
2026-06-09 10:23:15,XAGUSD,67.83,67.88,67.83,68.28,67.46
2026-06-09 10:23:15,INRSPOT,95.61,95.66,95.61,95.70,95.42
2026-06-09 10:23:16,119445255,154717,154781,154773,155126,154396
2026-06-09 10:23:16,SILVER26JULFUT,245068,245115,245119,246113,243932
2026-06-09 10:23:16,123668231,157960,158107,158107,158301,157915
2026-06-09 10:23:16,SILVER26SEPFUT,251139,251406,251100,252448,250500
2026-06-09 10:23:16,XAUUSD,4328.49,4329.02,4328.49,4342.34,4313.06
2026-06-09 10:23:16,XAGUSD,67.85,67.89,67.85,68.28,67.46
2026-06-09 10:23:16,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:17,119445255,154719,154781,154773,155126,154396
2026-06-09 10:23:17,118822407,245068,245136,245119,246113,243932
2026-06-09 10:23:17,123668231,157960,158107,158107,158301,157915
2026-06-09 10:23:17,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:17,XAUUSD,4328.82,4328.90,4328.82,4342.34,4313.06
2026-06-09 10:23:17,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:17,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:18,119445255,154727,154781,154773,155126,154396
2026-06-09 10:23:18,SILVER26JULFUT,245068,245139,245119,246113,243932
2026-06-09 10:23:18,123668231,157960,158107,158107,158301,157915
2026-06-09 10:23:18,SILVER26SEPFUT,251139,251406,251100,252448,250500
2026-06-09 10:23:18,XAUUSD,4328.68,4328.76,4328.68,4342.34,4313.06
2026-06-09 10:23:18,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:18,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:19,119445255,154726,154781,154773,155126,154396
2026-06-09 10:23:19,118822407,245068,245118,245119,246113,243932
2026-06-09 10:23:19,123668231,157960,158107,158107,158301,157915
2026-06-09 10:23:19,120761607,251184,251406,251100,252448,250500
2026-06-09 10:23:19,XAUUSD,4328.49,4329.02,4328.49,4342.34,4313.06
2026-06-09 10:23:19,XAGUSD,67.85,67.88,67.85,68.28,67.46
2026-06-09 10:23:19,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:21,119445255,154719,154781,154773,155126,154396
2026-06-09 10:23:21,118822407,245068,245115,245119,246113,243932
2026-06-09 10:23:21,123668231,157960,158107,158107,158301,157915
2026-06-09 10:23:21,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:21,XAUUSD,4328.28,4328.88,4328.28,4342.34,4313.06
2026-06-09 10:23:21,XAGUSD,67.83,67.88,67.83,68.28,67.46
2026-06-09 10:23:21,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:23,GOLD26AUGFUT,154719,154781,154773,155126,154396
2026-06-09 10:23:23,118822407,245068,245120,245119,246113,243932
2026-06-09 10:23:23,123668231,157960,158107,158107,158301,157915
2026-06-09 10:23:23,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:23,XAUUSD,4328.46,4329.05,4328.46,4342.34,4313.06
2026-06-09 10:23:23,XAGUSD,67.84,67.88,67.84,68.28,67.46
2026-06-09 10:23:23,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:27,GOLD26AUGFUT,154719,154781,154773,155126,154396
2026-06-09 10:23:27,118822407,245068,245139,245119,246113,243932
2026-06-09 10:23:27,123668231,157960,158107,158107,158301,157915
2026-06-09 10:23:27,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:27,XAUUSD,4328.52,4329.05,4328.52,4342.34,4313.06
2026-06-09 10:23:27,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:27,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:27,GOLD26AUGFUT,154719,154781,154773,155126,154396
2026-06-09 10:23:27,118822407,245068,245134,245119,246113,243932
2026-06-09 10:23:27,123668231,157960,158107,158107,158301,157915
2026-06-09 10:23:27,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:27,XAUUSD,4328.53,4329.06,4328.53,4342.34,4313.06
2026-06-09 10:23:27,XAGUSD,67.84,67.88,67.84,68.28,67.46
2026-06-09 10:23:27,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:27,119445255,154718,154750,154773,155126,154396
2026-06-09 10:23:27,SILVER26JULFUT,245068,245140,245119,246113,243932
2026-06-09 10:23:27,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:27,SILVER26SEPFUT,251139,251406,251100,252448,250500
2026-06-09 10:23:27,XAUUSD,4328.45,4328.98,4328.45,4342.34,4313.06
2026-06-09 10:23:27,XAGUSD,67.84,67.88,67.84,68.28,67.46
2026-06-09 10:23:27,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:28,119445255,154718,154750,154773,155126,154396
2026-06-09 10:23:28,118822407,245068,245134,245119,246113,243932
2026-06-09 10:23:28,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:28,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:28,XAUUSD,4328.21,4329.20,4328.21,4342.34,4313.06
2026-06-09 10:23:28,XAGUSD,67.85,67.88,67.85,68.28,67.46
2026-06-09 10:23:28,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:28,GOLD26AUGFUT,154718,154750,154773,155126,154396
2026-06-09 10:23:28,SILVER26JULFUT,245068,245134,245119,246113,243932
2026-06-09 10:23:28,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:28,SILVER26SEPFUT,251139,251406,251100,252448,250500
2026-06-09 10:23:28,XAUUSD,4328.63,4328.91,4328.63,4342.34,4313.06
2026-06-09 10:23:28,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:28,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:28,119445255,154718,154750,154773,155126,154396
2026-06-09 10:23:28,118822407,245068,245134,245119,246113,243932
2026-06-09 10:23:28,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:28,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:28,XAUUSD,4328.67,4328.75,4328.67,4342.34,4313.06
2026-06-09 10:23:28,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:28,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:28,119445255,154719,154750,154773,155126,154396
2026-06-09 10:23:28,118822407,245068,245134,245119,246113,243932
2026-06-09 10:23:28,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:28,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:28,XAUUSD,4328.69,4329.42,4328.69,4342.34,4313.06
2026-06-09 10:23:28,XAGUSD,67.84,67.88,67.84,68.28,67.46
2026-06-09 10:23:28,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:29,119445255,154719,154750,154773,155126,154396
2026-06-09 10:23:29,118822407,245068,245139,245119,246113,243932
2026-06-09 10:23:29,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:29,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:29,XAUUSD,4328.68,4329.11,4328.68,4342.34,4313.06
2026-06-09 10:23:29,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:29,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:30,119445255,154719,154750,154773,155126,154396
2026-06-09 10:23:30,118822407,245068,245139,245119,246113,243932
2026-06-09 10:23:30,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:30,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:30,XAUUSD,4328.69,4329.09,4328.69,4342.34,4313.06
2026-06-09 10:23:30,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:30,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:31,119445255,154719,154750,154773,155126,154396
2026-06-09 10:23:31,118822407,245068,245133,245119,246113,243932
2026-06-09 10:23:31,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:31,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:31,XAUUSD,4328.69,4329.12,4328.69,4342.34,4313.06
2026-06-09 10:23:31,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:31,INRSPOT,95.61,95.66,95.61,95.70,95.42
2026-06-09 10:23:32,GOLD26AUGFUT,154718,154750,154773,155126,154396
2026-06-09 10:23:32,SILVER26JULFUT,245068,245141,245119,246113,243932
2026-06-09 10:23:32,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:32,SILVER26SEPFUT,251139,251406,251100,252448,250500
2026-06-09 10:23:32,XAUUSD,4328.75,4328.86,4328.75,4342.34,4313.06
2026-06-09 10:23:32,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:32,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:33,119445255,154718,154750,154773,155126,154396
2026-06-09 10:23:33,SILVER26JULFUT,245068,245115,245119,246113,243932
2026-06-09 10:23:33,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:33,SILVER26SEPFUT,251139,251406,251100,252448,250500
2026-06-09 10:23:33,XAUUSD,4328.57,4328.84,4328.57,4342.34,4313.06
2026-06-09 10:23:33,XAGUSD,67.82,67.89,67.82,68.28,67.46
2026-06-09 10:23:33,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:34,GOLD26AUGFUT,154718,154750,154773,155126,154396
2026-06-09 10:23:34,118822407,245068,245115,245119,246113,243932
2026-06-09 10:23:34,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:34,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:34,XAUUSD,4328.53,4328.94,4328.53,4342.34,4313.06
2026-06-09 10:23:34,XAGUSD,67.82,67.90,67.82,68.28,67.46
2026-06-09 10:23:34,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:35,119445255,154718,154750,154773,155126,154396
2026-06-09 10:23:35,SILVER26JULFUT,244901,245021,245068,246113,243932
2026-06-09 10:23:35,123668231,157960,158101,158107,158301,157915
2026-06-09 10:23:35,120761607,251139,251406,251100,252448,250500
2026-06-09 10:23:35,XAUUSD,4328.67,4328.75,4328.67,4342.34,4313.06
2026-06-09 10:23:35,XAGUSD,67.82,67.89,67.82,68.28,67.46
2026-06-09 10:23:35,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:36,119445255,154705,154749,154773,155126,154396
2026-06-09 10:23:36,118822407,244901,245021,245068,246113,243932
2026-06-09 10:23:36,123668231,157960,158100,158107,158301,157915
2026-06-09 10:23:36,120761607,251114,251390,251100,252448,250500
2026-06-09 10:23:36,XAUUSD,4328.25,4328.70,4328.25,4342.34,4313.06
2026-06-09 10:23:36,XAGUSD,67.81,67.89,67.81,68.28,67.46
2026-06-09 10:23:36,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:37,119445255,154703,154749,154773,155126,154396
2026-06-09 10:23:37,118822407,244903,245030,245068,246113,243932
2026-06-09 10:23:37,123668231,157960,158099,158107,158301,157915
2026-06-09 10:23:37,120761607,251155,251390,251100,252448,250500
2026-06-09 10:23:37,XAUUSD,4328.31,4328.42,4328.31,4342.34,4313.06
2026-06-09 10:23:37,XAGUSD,67.84,67.87,67.84,68.28,67.46
2026-06-09 10:23:37,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:38,119445255,154697,154749,154773,155126,154396
2026-06-09 10:23:38,118822407,244903,245030,245068,246113,243932
2026-06-09 10:23:38,123668231,157960,158099,158107,158301,157915
2026-06-09 10:23:38,120761607,251156,251390,251100,252448,250500
2026-06-09 10:23:38,XAUUSD,4328.27,4328.35,4328.27,4342.34,4313.06
2026-06-09 10:23:38,XAGUSD,67.84,67.87,67.84,68.28,67.46
2026-06-09 10:23:38,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:39,GOLD26AUGFUT,154697,154749,154773,155126,154396
2026-06-09 10:23:39,SILVER26JULFUT,244902,245030,245068,246113,243932
2026-06-09 10:23:39,123668231,157960,158099,158107,158301,157915
2026-06-09 10:23:39,SILVER26SEPFUT,251101,251390,251100,252448,250500
2026-06-09 10:23:39,XAUUSD,4328.15,4328.77,4328.15,4342.34,4313.06
2026-06-09 10:23:39,XAGUSD,67.83,67.88,67.83,68.28,67.46
2026-06-09 10:23:39,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:41,119445255,154672,154738,154677,155126,154396
2026-06-09 10:23:41,118822407,244967,245047,245068,246113,243932
2026-06-09 10:23:41,123668231,157960,158089,158107,158301,157915
2026-06-09 10:23:41,120761607,251211,251390,251100,252448,250500
2026-06-09 10:23:41,XAUUSD,4328.06,4328.67,4328.06,4342.34,4313.06
2026-06-09 10:23:41,XAGUSD,67.83,67.88,67.83,68.28,67.46
2026-06-09 10:23:41,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:41,119445255,154672,154738,154677,155126,154396
2026-06-09 10:23:41,118822407,244969,245049,245068,246113,243932
2026-06-09 10:23:41,123668231,157960,158089,158107,158301,157915
2026-06-09 10:23:41,120761607,251215,251390,251100,252448,250500
2026-06-09 10:23:41,XAUUSD,4327.97,4328.56,4327.97,4342.34,4313.06
2026-06-09 10:23:41,XAGUSD,67.82,67.88,67.82,68.28,67.46
2026-06-09 10:23:41,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:42,GOLD26AUGFUT,154672,154733,154677,155126,154396
2026-06-09 10:23:42,118822407,244958,245054,245068,246113,243932
2026-06-09 10:23:42,123668231,157960,158089,158107,158301,157915
2026-06-09 10:23:42,120761607,251209,251390,251100,252448,250500
2026-06-09 10:23:42,XAUUSD,4328.06,4328.17,4328.06,4342.34,4313.06
2026-06-09 10:23:42,XAGUSD,67.83,67.88,67.83,68.28,67.46
2026-06-09 10:23:42,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:43,GOLD26AUGFUT,154672,154733,154677,155126,154396
2026-06-09 10:23:43,118822407,244958,245056,245068,246113,243932
2026-06-09 10:23:43,123668231,157960,158088,158107,158301,157915
2026-06-09 10:23:43,SILVER26SEPFUT,251209,251390,251100,252448,250500
2026-06-09 10:23:43,XAUUSD,4327.95,4328.54,4327.95,4342.34,4313.06
2026-06-09 10:23:43,XAGUSD,67.83,67.87,67.83,68.28,67.46
2026-06-09 10:23:43,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:44,GOLD26AUGFUT,154672,154733,154677,155126,154396
2026-06-09 10:23:44,118822407,244957,245057,245068,246113,243932
2026-06-09 10:23:44,123668231,157960,158086,158107,158301,157915
2026-06-09 10:23:44,120761607,251203,251390,251100,252448,250500
2026-06-09 10:23:44,XAUUSD,4327.95,4328.54,4327.95,4342.34,4313.06
2026-06-09 10:23:44,XAGUSD,67.83,67.88,67.83,68.28,67.46
2026-06-09 10:23:44,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:45,GOLD26AUGFUT,154672,154733,154677,155126,154396
2026-06-09 10:23:45,118822407,244941,245039,245068,246113,243932
2026-06-09 10:23:45,123668231,157960,158083,158107,158301,157915
2026-06-09 10:23:45,120761607,251187,251374,251100,252448,250500
2026-06-09 10:23:45,XAUUSD,4327.97,4328.49,4327.97,4342.34,4313.06
2026-06-09 10:23:45,XAGUSD,67.82,67.87,67.82,68.28,67.46
2026-06-09 10:23:45,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:46,GOLD26AUGFUT,154672,154730,154677,155126,154396
2026-06-09 10:23:46,118822407,244942,245041,245068,246113,243932
2026-06-09 10:23:46,123668231,157960,158082,158107,158301,157915
2026-06-09 10:23:46,120761607,251191,251374,251100,252448,250500
2026-06-09 10:23:46,XAUUSD,4328.04,4328.32,4328.04,4342.34,4313.06
2026-06-09 10:23:46,XAGUSD,67.84,67.86,67.84,68.28,67.46
2026-06-09 10:23:46,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:47,GOLD26AUGFUT,154672,154730,154677,155126,154396
2026-06-09 10:23:47,118822407,244933,245034,245068,246113,243932
2026-06-09 10:23:47,123668231,157960,158081,158107,158301,157915
2026-06-09 10:23:47,120761607,251175,251354,251100,252448,250500
2026-06-09 10:23:47,XAUUSD,4328.03,4328.14,4328.03,4342.34,4313.06
2026-06-09 10:23:47,XAGUSD,67.83,67.86,67.83,68.28,67.46
2026-06-09 10:23:47,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:48,GOLD26AUGFUT,154672,154734,154677,155126,154396
2026-06-09 10:23:48,118822407,244951,245047,245068,246113,243932
2026-06-09 10:23:48,123668231,157960,158081,158107,158301,157915
2026-06-09 10:23:48,120761607,251197,251354,251100,252448,250500
2026-06-09 10:23:48,XAUUSD,4327.70,4328.79,4327.70,4342.34,4313.06
2026-06-09 10:23:48,XAGUSD,67.81,67.88,67.81,68.28,67.46
2026-06-09 10:23:48,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:50,GOLD26AUGFUT,154672,154734,154677,155126,154396
2026-06-09 10:23:50,SILVER26JULFUT,244942,245037,245068,246113,243932
2026-06-09 10:23:50,123668231,157960,158081,158107,158301,157915
2026-06-09 10:23:50,SILVER26SEPFUT,251191,251354,251100,252448,250500
2026-06-09 10:23:50,XAUUSD,4328.11,4328.22,4328.11,4342.34,4313.06
2026-06-09 10:23:50,XAGUSD,67.84,67.86,67.84,68.28,67.46
2026-06-09 10:23:50,INRSPOT,95.63,95.64,95.63,95.70,95.42
2026-06-09 10:23:50,GOLD26AUGFUT,154672,154734,154677,155126,154396
2026-06-09 10:23:50,SILVER26JULFUT,244936,245031,245068,246113,243932
2026-06-09 10:23:50,123668231,157960,158081,158107,158301,157915
2026-06-09 10:23:50,SILVER26SEPFUT,251183,251354,251100,252448,250500
2026-06-09 10:23:50,XAUUSD,4328.05,4328.48,4328.05,4342.34,4313.06
2026-06-09 10:23:50,XAGUSD,67.84,67.86,67.84,68.28,67.46
2026-06-09 10:23:50,INRSPOT,95.63,95.64,95.63,95.70,95.42
2026-06-09 10:23:51,GOLD26AUGFUT,154672,154734,154677,155126,154396
2026-06-09 10:23:51,SILVER26JULFUT,244939,245029,245068,246113,243932
2026-06-09 10:23:51,123668231,157960,158081,158107,158301,157915
2026-06-09 10:23:51,SILVER26SEPFUT,251183,251354,251100,252448,250500
2026-06-09 10:23:51,XAUUSD,4328.09,4328.52,4328.09,4342.34,4313.06
2026-06-09 10:23:51,XAGUSD,67.82,67.87,67.82,68.28,67.46
2026-06-09 10:23:51,INRSPOT,95.63,95.64,95.63,95.70,95.42
2026-06-09 10:23:53,GOLD26AUGFUT,154672,154734,154677,155126,154396
2026-06-09 10:23:53,SILVER26JULFUT,244932,245026,245068,246113,243932
2026-06-09 10:23:53,123668231,157960,158081,158107,158301,157915
2026-06-09 10:23:53,SILVER26SEPFUT,251179,251354,251100,252448,250500
2026-06-09 10:23:53,XAUUSD,4328.02,4328.54,4328.02,4342.34,4313.06
2026-06-09 10:23:53,XAGUSD,67.82,67.87,67.82,68.28,67.46
2026-06-09 10:23:53,INRSPOT,95.63,95.64,95.63,95.70,95.42
2026-06-09 10:23:53,GOLD26AUGFUT,154672,154734,154677,155126,154396
2026-06-09 10:23:53,118822407,244932,245026,245068,246113,243932
2026-06-09 10:23:53,123668231,157960,158085,158107,158301,157915
2026-06-09 10:23:53,120761607,251179,251354,251100,252448,250500
2026-06-09 10:23:53,XAUUSD,4328.04,4328.56,4328.04,4342.34,4313.06
2026-06-09 10:23:53,XAGUSD,67.81,67.88,67.81,68.28,67.46
2026-06-09 10:23:53,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:54,119445255,154672,154732,154677,155126,154396
2026-06-09 10:23:54,118822407,244928,245032,245068,246113,243932
2026-06-09 10:23:54,123668231,157960,158085,158107,158301,157915
2026-06-09 10:23:54,120761607,251101,251354,251100,252448,250500
2026-06-09 10:23:54,XAUUSD,4327.72,4328.79,4327.72,4342.34,4313.06
2026-06-09 10:23:54,XAGUSD,67.81,67.88,67.81,68.28,67.46
2026-06-09 10:23:54,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:55,119445255,154672,154737,154677,155126,154396
2026-06-09 10:23:55,SILVER26JULFUT,244937,245033,245068,246113,243932
2026-06-09 10:23:55,123668231,157960,158083,158107,158301,157915
2026-06-09 10:23:55,SILVER26SEPFUT,251184,251354,251100,252448,250500
2026-06-09 10:23:55,XAUUSD,4328.30,4328.56,4328.30,4342.34,4313.06
2026-06-09 10:23:55,XAGUSD,67.84,67.86,67.84,68.28,67.46
2026-06-09 10:23:55,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:56,119445255,154672,154737,154677,155126,154396
2026-06-09 10:23:56,SILVER26JULFUT,244948,245050,245068,246113,243932
2026-06-09 10:23:56,123668231,157960,158087,158107,158301,157915
2026-06-09 10:23:56,SILVER26SEPFUT,251199,251354,251100,252448,250500
2026-06-09 10:23:56,XAUUSD,4328.26,4328.34,4328.26,4342.34,4313.06
2026-06-09 10:23:56,XAGUSD,67.81,67.88,67.81,68.28,67.46
2026-06-09 10:23:56,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:57,119445255,154672,154731,154677,155126,154396
2026-06-09 10:23:57,118822407,244948,245050,245068,246113,243932
2026-06-09 10:23:57,123668231,157960,158087,158107,158301,157915
2026-06-09 10:23:57,120761607,251199,251354,251100,252448,250500
2026-06-09 10:23:57,XAUUSD,4328.16,4328.41,4328.16,4342.34,4313.06
2026-06-09 10:23:57,XAGUSD,67.82,67.88,67.82,68.28,67.46
2026-06-09 10:23:57,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:58,GOLD26AUGFUT,154672,154729,154677,155126,154396
2026-06-09 10:23:58,SILVER26JULFUT,244955,245049,245068,246113,243932
2026-06-09 10:23:58,123668231,157960,158086,158107,158301,157915
2026-06-09 10:23:58,SILVER26SEPFUT,251200,251354,251100,252448,250500
2026-06-09 10:23:58,XAUUSD,4328.09,4328.52,4328.09,4342.34,4313.06
2026-06-09 10:23:58,XAGUSD,67.82,67.87,67.82,68.28,67.46
2026-06-09 10:23:58,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:23:59,GOLD26AUGFUT,154672,154729,154677,155126,154396
2026-06-09 10:23:59,118822407,244955,245049,245068,246113,243932
2026-06-09 10:23:59,123668231,157960,158086,158107,158301,157915
2026-06-09 10:23:59,120761607,251201,251354,251100,252448,250500
2026-06-09 10:23:59,XAUUSD,4328.16,4328.27,4328.16,4342.34,4313.06
2026-06-09 10:23:59,XAGUSD,67.81,67.88,67.81,68.28,67.46
2026-06-09 10:23:59,INRSPOT,95.62,95.63,95.62,95.70,95.42
2026-06-09 10:24:00,119445255,154672,154729,154677,155126,154396
2026-06-09 10:24:00,118822407,244955,245056,245068,246113,243932
